txId,location,source,message,type,lineNumber
285,Mex,list1,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,other,285
286,Mex,list2, ,metadata,286
287,Other,list1,﻿,other,287
288,Mex,list1,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,other,288
289,US,list1,!@#$%^&*(),other,289
290,Other,list1,‪‪test‪,other,290
291,Mex,list2,​,other,291
292,Other,list2,Ω≈ç√∫˜µ≤≥÷,other,292
293,Other,list2,👩🏽,metadata,293
294,Mex,list1,ÅÍÎÏ˝ÓÔÒÚÆ☃,metadata,294
295,Other,list2,"'""'",metadata,295
296,Mex,list3,-1E+02,other,296
297,Other,list1,() { 0; }; touch /tmp/blns.shellshock1.fail;,metadata,297
298,Mex,list3,/dev/null; touch /tmp/blns.fail ; echo,other,298
299,Mex,list2,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,metadata,299
300,Other,list3,<svg><script>0<1>alert('XSS')</script>,other,300
301,US,list2,1E+02,other,301
302,US,list3, ,other,302
303,US,list1,1E+02,other,303
304,Mex,list2,␢,metadata,304
305,Mex,list3,NIL,metadata,305
306,Other,list1,åß∂ƒ©˙∆˚¬…æ,other,306
307,Other,list3,test⁠test‫,other,307
308,US,list3,部落格,other,308
309,Mex,list3,・(￣∀￣)・:*:,other,309
310,Mex,list1,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,other,310
311,Mex,list1,-1.00,metadata,311
312,Mex,list2,ÅÍÎÏ˝ÓÔÒÚÆ☃,other,312
313,Mex,list3,¸˛Ç◊ı˜Â¯˘¿,metadata,313
314,Mex,list3,null,metadata,314
315,Mex,list2,-1E02,other,315
316,Other,list2,"""''''""'""",metadata,316
317,Mex,list1,1E2,metadata,317
318,US,list1,NULL,metadata,318
319,Other,list3,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,metadata,319
320,US,list3,-1E02,other,320
321,Mex,list3,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,other,321
322,Mex,list3,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,other,322
323,Mex,list2,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,metadata,323
324,Mex,list2,1/2,other,324
325,Mex,list2,NULL,other,325
326,US,list3,ÅÍÎÏ˝ÓÔÒÚÆ☃,metadata,326
327,US,list3,␡,other,327
328,Other,list2,åß∂ƒ©˙∆˚¬…æ,other,328
329,US,list2,¸˛Ç◊ı˜Â¯˘¿,metadata,329
330,Mex,list3,・(￣∀￣)・:*:,metadata,330
331,Mex,list3,null,metadata,331
332,Other,list3,1.00,metadata,332
333,Mex,list3, ,metadata,333
334,Mex,list1,"""""",other,334
335,US,list3,NULL,other,335
336,US,list3,社會科學院語學研究所,metadata,336
337,Other,list3,１２３,other,337
338,Other,list1,`⁄€‹›ﬁﬂ‡°·‚—±,other,338
339,Mex,list1,Œ„´‰ˇÁ¨ˆØ∏”’,metadata,339
340,Mex,list2,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,metadata,340
341,US,list3,¡™£¢∞§¶•ªº–≠,other,341
342,Mex,list3,"""'""'""''''""",metadata,342
343,US,list3,␣,other,343
344,Mex,list2,-1.00,other,344
345,Other,list2,᠎,other,345
346,Other,list2,​,other,346
347,Other,list2, ,metadata,347
348,Mex,list2,"<>?:""{}|_+",metadata,348
349,US,list1,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,metadata,349
350,US,list1,🐵 🙈 🙉 🙊,metadata,350
351,Other,list2,田中さんにあげて下さい,metadata,351
352,Other,list2,,other,352
353,Mex,list1,👩🏽,other,353
354,US,list1, test ,metadata,354
355,Mex,list1,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,other,355
356,Mex,list3,1/0,metadata,356
357,US,list3,"<>?:""{}|_+",metadata,357
358,Other,list2,-1.00,other,358
359,Mex,list3,␢,other,359
360,Mex,list3,`⁄€‹›ﬁﬂ‡°·‚—±,metadata,360
361,Mex,list2,1.00,metadata,361
362,Other,list3,1,other,362
363,US,list2,00˙Ɩ$-,metadata,363
364,Mex,list3,<img src=x onerror=alert('hi') />,metadata,364
365,US,list3,NULL,metadata,365
366,US,list1,1/0,other,366
367,Other,list3,(╯°□°）╯︵ ┻━┻)  ,other,367
368,US,list2,😍,other,368
369,Other,list2,和製漢語,metadata,369
370,Other,list1,-1/2,other,370
371,Other,list1,⁰⁴⁵,metadata,371
372,US,list2,␣,other,372
373,Mex,list3,() { 0; }; touch /tmp/blns.shellshock1.fail;,other,373
374,Other,list1,␡,other,374
375,Mex,list1,-$1.00,metadata,375
376,US,list2,１２３,metadata,376
377,Mex,list2,"'""'",other,377
378,US,list2,١٢٣,other,378
379,US,list2,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,other,379
380,Mex,list3,사회과학원 어학연구소,metadata,380
381,Mex,list2,社會科學院語學研究所,metadata,381
382,Other,list1,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",other,382
383,Mex,list2,1;DROP TABLE users,metadata,383
384,US,list2,1/0,other,384
385,Other,list1,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,metadata,385
386,US,list3,部落格,other,386
387,Mex,list2,1E2,metadata,387
388,US,list2,部落格,other,388
389,Other,list1,() { 0; }; touch /tmp/blns.shellshock1.fail;,other,389
390,Mex,list2,⁰⁴⁵₀₁₂,metadata,390
391,US,list1,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",metadata,391
392,Mex,list1,␢,other,392
393,Other,list2,␡,other,393
394,Mex,list2,1.00,other,394
395,US,list1,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,other,395
396,US,list2,',metadata,396
397,Mex,list2,`⁄€‹›ﬁﬂ‡°·‚—±,metadata,397
398,Mex,list1,울란바토르,metadata,398
399,US,list2,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,metadata,399
400,Other,list2,｀ｨ(´∀｀∩,metadata,400
401,US,list2,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,metadata,401
402,Mex,list1,"""""",metadata,402
403,US,list1,œ∑´®†¥¨ˆøπ“‘,metadata,403
404,US,list1,œ∑´®†¥¨ˆøπ“‘,metadata,404
405,Other,list3,",./;'[]\-=",metadata,405
406,Other,list3,"'""'",other,406
407,US,list2,・(￣∀￣)・:*:,metadata,407
408,US,list2,1'; DROP TABLE users--,other,408
409,Other,list2,(｡◕ ∀ ◕｡),metadata,409
410,US,list3,¡™£¢∞§¶•ªº–≠,metadata,410
411,US,list2,ÅÍÎÏ˝ÓÔÒÚÆ☃,metadata,411
412,Other,list3,00˙Ɩ$-,metadata,412
413,Mex,list2,1,other,413
414,US,list3,-1.00,metadata,414
415,Mex,list1,$1.00,metadata,415
416,US,list1,"""'""'""''''""",metadata,416
417,Mex,list2,Œ„´‰ˇÁ¨ˆØ∏”’,other,417
418,Mex,list1,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,other,418
419,Other,list2,﻿,other,419
420,Other,list1,!@#$%^&*(),metadata,420
421,US,list3, test ,metadata,421
422,Other,list2,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,other,422
423,Other,list1,1,metadata,423
424,Other,list2,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,other,424
425,Other,list3,$1.00,metadata,425
426,Other,list3,1,other,426
427,US,list1,() { 0; }; touch /tmp/blns.shellshock1.fail;,metadata,427
428,Other,list3,-1/2,other,428
429,Mex,list2,"'""'",other,429
430,Other,list3,パーティーへ行かないか,metadata,430
431,Mex,list3,₀₁₂,metadata,431
432,US,list3,␢,metadata,432
433,US,list3,"""""",metadata,433
434,US,list1,‫test‫,metadata,434
435,Other,list1,NULL,other,435
436,Mex,list3,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,metadata,436
437,Mex,list2,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,other,437
438,US,list3,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,other,438
439,US,list1,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",other,439
440,Mex,list2,‫test‫,other,440
441,Other,list2,() { 0; }; touch /tmp/blns.shellshock1.fail;,other,441
442,Mex,list3,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,other,442
443,Mex,list3,울란바토르,other,443
444,US,list1,NIL,metadata,444
445,US,list3,NIL,metadata,445
446,Other,list2,הָיְתָהtestالصفحات التّحول,metadata,446
447,Other,list1,田中さんにあげて下さい,other,447
448,US,list2,᠎,other,448
449,US,list3,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",metadata,449
450,US,list1,​,metadata,450
451,Other,list1,<svg><script>0<1>alert('XSS')</script>,metadata,451
452,Other,list1,<script>alert('hi')</script>,metadata,452
453,US,list2,/dev/null; touch /tmp/blns.fail ; echo,other,453
454,US,list2,',metadata,454
455,Mex,list2,␢,other,455
456,Mex,list3,｀ｨ(´∀｀∩,metadata,456
457,Mex,list1,../../../../../../../../../../../etc/passwd%00,metadata,457
458,Mex,list1,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,other,458
459,Mex,list1,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,metadata,459
460,Mex,list2,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,metadata,460
461,Other,list1,$1.00,other,461
462,US,list1,1'; DROP TABLE users--,other,462
463,Other,list3,-1E2,other,463
464,Other,list1,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,metadata,464
465,US,list1,1/2,other,465
466,Other,list1,␡,other,466
467,Mex,list2,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,other,467
468,US,list1,"__ﾛ(,_,*)",other,468
469,Mex,list1,',metadata,469
470,Mex,list2,1E+02,metadata,470
471,Other,list1,｀ｨ(´∀｀∩,other,471
472,Mex,list2,<svg><script>0<1>alert('XSS')</script>,other,472
473,Mex,list2,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,other,473
474,Other,list1,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },other,474
475,Mex,list1,␢,metadata,475
476,US,list2,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },metadata,476
477,US,list3,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,other,477
478,Other,list2,NULL,other,478
479,Mex,list3,-1E+02,metadata,479
480,Other,list1,1;DROP TABLE users,other,480
481,US,list2,1E+02,metadata,481
482,Other,list1,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,metadata,482
483,US,list1,åß∂ƒ©˙∆˚¬…æ,metadata,483
484,Other,list2,`⁄€‹›ﬁﬂ‡°·‚—±,metadata,484
485,US,list3,1/0,other,485
486,Other,list1,<svg><script>0<1>alert('XSS')</script>,other,486
487,US,list3,사회과학원 어학연구소,other,487
488,US,list1,⁰⁴⁵,other,488
489,US,list2,-1E+02,metadata,489
490,Other,list2,١٢٣,other,490
491,US,list1,-$1.00,metadata,491
492,Other,list2,<svg><script>0<1>alert('XSS')</script>,other,492
493,Other,list1,"'""'",metadata,493
494,US,list2,-1E+02,other,494
495,Mex,list1,œ∑´®†¥¨ˆøπ“‘,metadata,495
496,US,list1,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,other,496
497,Mex,list3,1,other,497
498,Mex,list1,1,other,498
499,Mex,list2,0.00,metadata,499
500,US,list1,1E+02,metadata,500
501,US,list1,0/0,metadata,501
502,Mex,list2,1'; DROP TABLE users--,metadata,502
503,Mex,list1,NULL,other,503
504,US,list1,1.00,other,504
505,Mex,list2,(｡◕ ∀ ◕｡),other,505
506,US,list3,<img src=x onerror=alert('hi') />,metadata,506
507,Mex,list3,"""",metadata,507
508,Mex,list1,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",other,508
509,Other,list2,Ω≈ç√∫˜µ≤≥÷,metadata,509
510,US,list3,<svg><script>0<1>alert('XSS')</script>,other,510
511,Mex,list2,!@#$%^&*(),other,511
512,Other,list3,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,other,512
513,Other,list2,(╯°□°）╯︵ ┻━┻)  ,metadata,513
514,Other,list3,"'""'",other,514
515,US,list2,和製漢語,other,515
516,Other,list2,-1,metadata,516
517,Mex,list2,",./;'[]\-=",metadata,517
518,US,list2,‪‪test‪,metadata,518
519,Other,list3,‫test‫,other,519
520,Mex,list3,사회과학원 어학연구소,other,520
521,Mex,list1,ÅÍÎÏ˝ÓÔÒÚÆ☃,metadata,521
522,US,list1,"'""'",other,522
523,Other,list2,"""''''""'""",other,523
524,Mex,list1,הָיְתָהtestالصفحات التّحول,other,524
525,Other,list3,1E02,other,525
526,US,list1,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,metadata,526
527,Mex,list3,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,other,527
528,Mex,list1,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,other,528
529,Mex,list2,`⁄€‹›ﬁﬂ‡°·‚—±,metadata,529
530,US,list2,​,other,530
531,Mex,list1,null,metadata,531
532,Mex,list1,-1.00,metadata,532
533,US,list2,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,other,533
534,Mex,list1,🐵 🙈 🙉 🙊,metadata,534
535,Other,list2,₀₁₂,other,535
536,Other,list1,Ω≈ç√∫˜µ≤≥÷,metadata,536
537,Mex,list2,١٢٣,other,537
538,Mex,list1,<img src=x onerror=alert('hi') />,metadata,538
539,Mex,list1,`⁄€‹›ﬁﬂ‡°·‚—±,metadata,539
540,Mex,list3,・(￣∀￣)・:*:,other,540
541,Mex,list2,1'; DROP TABLE users--,other,541
542,Other,list2,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",other,542
543,Other,list2,田中さんにあげて下さい,other,543
544,Mex,list1,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,other,544
545,Other,list1,1.00,other,545
546,Other,list3,<script>alert('hi')</script>,metadata,546
547,Other,list3,"__ﾛ(,_,*)",other,547
548,US,list2,パーティーへ行かないか,metadata,548
549,Other,list1,-1/2,other,549
550,Mex,list2,-1E2,other,550
551,US,list3,🐵 🙈 🙉 🙊,metadata,551
552,Mex,list3,部落格,other,552
553,US,list1,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,other,553
554,Other,list1,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,other,554
555,Other,list2,åß∂ƒ©˙∆˚¬…æ,other,555
556,Other,list1,1/2,metadata,556
557,US,list2,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,metadata,557
558,Other,list1,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,metadata,558
559,Mex,list2,1'; DROP TABLE users--,other,559
560,Mex,list3,() { 0; }; touch /tmp/blns.shellshock1.fail;,metadata,560
561,US,list1,｀ｨ(´∀｀∩,other,561
562,Other,list2,',other,562
563,US,list3,␡,other,563
564,Other,list2,‫test‫,other,564
565,US,list2,<svg><script>0<1>alert('XSS')</script>,metadata,565
566,Mex,list3,1/0,other,566
567,US,list2,1;DROP TABLE users,other,567
568,Other,list3,1/2,metadata,568
569,US,list1,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,other,569
570,Other,list1,-1/2,metadata,570
571,Other,list2,和製漢語,other,571
572,US,list2,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,other,572
573,Other,list3,test⁠test‫,metadata,573
574,Other,list1,nil,other,574
575,US,list3,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,other,575
576,Mex,list3,NIL,metadata,576
577,Other,list1,'',other,577
578,US,list3,1E2,metadata,578
579,US,list3,﻿,metadata,579
580,US,list2,nil,other,580
581,Mex,list2,(｡◕ ∀ ◕｡),metadata,581
582,Other,list2,`⁄€‹›ﬁﬂ‡°·‚—±,other,582
583,Mex,list3,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,other,583
584,US,list2,<img src=x onerror=alert('hi') />,other,584
585,Other,list1,⁦test⁧,metadata,585
586,Mex,list1,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,other,586
587,Mex,list1,﻿,metadata,587
588,Other,list3,!@#$%^&*(),metadata,588
